Team,Player,Position,AAV,RemainingYears,ContractStatusAtExpiry
New Jersey Devils,Jeremy Hanzel,D,"$926,667",1,RFA then UFA
New Jersey Devils,Vladislav Kolyachonok,LD,"$850,000",1,RFA then UFA
New Jersey Devils,Topias Vilen,LD,"$850,000",1,RFA then UFA
New Jersey Devils,David Rittich,G,"$1,000,000",1,UFA
New Jersey Devils,Jakub Málek,G,"$875,000",2,RFA then UFA
New York Islanders,Mathew Barzal,"C,RW","$9,150,000",5,UFA
New York Islanders,Bo Horvat,C,"$8,500,000",5,UFA
New York Islanders,Brayden Schenn,"C,LW","$6,500,000",2,UFA
New York Islanders,Ondrej Palat,"LW,RW","$6,000,000",1,UFA
New York Islanders,Jean-Gabriel Pageau,C,"$4,850,000",3,UFA
New York Islanders,Kyle Palmieri,RW,"$4,750,000",1,UFA
New York Islanders,Simon Holmstrom,"RW,LW","$3,625,000",1,RFA then UFA
New York Islanders,Anthony Duclair,"LW,RW","$3,500,000",2,UFA
New York Islanders,Casey Cizikas,"C,LW","$2,500,000",1,UFA
New York Islanders,Matias Maccelli,"LW,RW","$2,250,000",1,RFA then UFA
New York Islanders,Emil Heineman,"LW,RW","$1,100,000",1,RFA then UFA
New York Islanders,Calum Ritchie,"C,LW","$940,833",2,RFA
New York Islanders,Kyle MacLean,"LW,RW","$850,000",1,UFA
New York Islanders,Alexander Romanov,LD,"$6,250,000",7,UFA
New York Islanders,Ryan Pulock,RD,"$6,150,000",4,UFA
New York Islanders,Adam Pelech,LD,"$5,750,000",3,UFA
New York Islanders,Tony DeAngelo,RD,"$4,500,000",2,UFA
New York Islanders,Scott Mayfield,RD,"$3,500,000",4,UFA
New York Islanders,Matthew Schaefer,LD,"$986,250",2,RFA
New York Islanders,Isaiah George,"LD,RD","$913,333",1,RFA
New York Islanders,Ilya Sorokin,G,"$8,250,000",6,UFA
New York Islanders,Semyon Varlamov,G,"$2,750,000",1,UFA
New York Islanders,Vitek Vanecek,G,"$1,000,000",1,UFA
New York Islanders,Pierre Engvall,"LW,RW","$3,000,000",4,UFA
New York Islanders,Cole Eiserman,LW,"$1,075,000",3,RFA
New York Islanders,Quinn Finley,LW,"$980,000",2,RFA
New York Islanders,Victor Eklund,"LW,RW","$974,167",3,RFA
New York Islanders,Daniil Prokhorov,,"$965,000",3,RFA
New York Islanders,Jesse Nurmi,LW,"$938,333",2,RFA
New York Islanders,Gleb Veremyev,C,"$935,000",1,RFA then UFA
New York Islanders,Daylan Kuefler,LW,"$875,000",2,RFA then UFA
New York Islanders,Joey Larson,RW,"$875,000",2,UFA
New York Islanders,Matt Luff,RW,"$850,000",1,UFA
New York Islanders,Liam Foudy,"C,RW","$850,000",1,UFA
New York Islanders,Mitchell Chaffee,RW,"$850,000",1,UFA
New York Islanders,Alex Jefferies,LW,"$850,000",1,RFA then UFA
New York Islanders,Ruslan Iskhakov,"C,LW",,2,Unsigned RFA/UFA
New York Islanders,Kashawn Aitcheson,D,"$1,075,000",3,RFA
New York Islanders,Malte Gustafsson,,"$1,075,000",3,RFA
New York Islanders,Jesse Pulkkinen,D,"$930,833",1,RFA
New York Islanders,Calle Odelius,D,"$865,000",1,RFA
New York Islanders,Ethan Bear,D,"$850,000",1,UFA
New York Islanders,Marshall Warren,LD,"$850,000",1,RFA then UFA
New York Islanders,Matthew Kessel,RD,"$850,000",1,UFA
New York Islanders,Joshua Kotai,G,"$965,000",2,RFA then UFA
New York Islanders,Henrik Tikkanen,G,"$850,000",1,RFA then UFA
New York Rangers,Pavel Dorofeyev,"LW,RW","$11,000,000",7,UFA
New York Rangers,Mika Zibanejad,"C,RW","$8,500,000",4,UFA
New York Rangers,J.T. Miller,"C,LW","$8,000,000",4,UFA
New York Rangers,Alexis Lafreniere,"RW,LW","$7,450,000",6,UFA
New York Rangers,Oliver Bjorkstrand,RW,"$4,500,000",1,UFA
New York Rangers,Will Cuylle,LW,"$3,900,000",1,RFA then UFA
New York Rangers,Taylor Raddysh,RW,"$1,500,000",1,UFA
New York Rangers,Eeli Tolvanen,"LW,RW","$1,500,000",1,UFA
New York Rangers,Tye Kartye,"LW,C","$1,250,000",1,RFA then UFA
New York Rangers,Joseph Veleno,"C,LW","$1,200,000",1,UFA
New York Rangers,Matt Rempe,"RW,C","$975,000",1,RFA then UFA
New York Rangers,Noah Laba,C,"$945,000",1,RFA
New York Rangers,Gabe Perreault,"LW,RW","$941,667",1,RFA
New York Rangers,Adam Fox,RD,"$9,500,000",3,UFA
New York Rangers,Vladislav Gavrikov,LD,"$7,000,000",6,UFA
New York Rangers,Sean Durzi,RD,"$6,000,000",2,UFA
New York Rangers,Marcus Pettersson,LD,"$5,500,000",5,UFA
New York Rangers,Braden Schneider,"RD,LD","$5,500,000",1,RFA then UFA
New York Rangers,Urho Vaakanainen,LD,"$1,550,000",1,UFA
New York Rangers,Matthew Robertson,LD,"$850,000",1,UFA-Group6 then UFA
New York Rangers,Vincent Iorio,RD,"$850,000",1,RFA then UFA
New York Rangers,Igor Shesterkin,G,"$11,567,857",7,UFA
New York Rangers,Joonas Korpisalo,G,"$3,000,000",2,UFA
New York Rangers,Juuso Parssinen,"C,LW","$1,250,000",1,RFA then UFA
New York Rangers,Brody Lamb,RW,"$980,000",2,RFA
New York Rangers,Jacob Battaglia,"RW,LW","$965,000",3,RFA
New York Rangers,Carey Terrance,C,"$961,667",2,RFA
New York Rangers,Nathan Aspinall,LW,"$955,555",3,RFA
New York Rangers,Jaroslav Chmelar,"RW,LW","$942,500",1,RFA
New York Rangers,Liam Greentree,RW,"$941,667",3,RFA
New York Rangers,Cole Beaudoin,C,"$941,667",3,RFA
New York Rangers,Dylan Roobroeck,"C,LW","$925,000",1,RFA
New York Rangers,Aidan Thompson,"C,LW","$920,000",1,RFA then UFA
New York Rangers,Bryce McConnell-Barker,C,"$913,333",1,RFA
New York Rangers,Adam Sýkora,"LW,C","$881,666",1,RFA
New York Rangers,Glenn Gawdin,"C,RW","$875,000",2,UFA
New York Rangers,Justin Dowling,"C,W","$850,000",1,UFA
New York Rangers,Anton Blidh,LW,"$850,000",1,UFA
New York Rangers,Lauri Pajuniemi,RW,,1,Unsigned RFA/UFA
New York Rangers,Karl Henriksson,"C,LW",,2,Unsigned RFA/UFA
New York Rangers,Alberts Smits,"LD,RD","$1,075,000",3,RFA
New York Rangers,Jackson Dorrington,D,"$951,667",2,RFA
New York Rangers,Drew Fortescue,LD,"$945,833",2,RFA
New York Rangers,Dennis Cholowski,LD,"$875,000",2,UFA
New York Rangers,Marc Del Gaizo,D,"$875,000",2,UFA
New York Rangers,Scott Morrow,RD,"$850,000",1,RFA then UFA
New York Rangers,William Trudeau,D,"$850,000",1,RFA then UFA
New York Rangers,Callum Tung,G,"$972,500",2,RFA
New York Rangers,Dylan Garand,G,"$875,000",2,RFA then UFA
New York Rangers,Spencer Martin,G,"$850,000",1,UFA
Ottawa Senators,Tim Stutzle,"C,LW","$8,350,000",5,UFA
Ottawa Senators,Shane Pinto,C,"$7,500,000",4,UFA
Ottawa Senators,Dylan Cozens,C,"$7,100,000",4,UFA
Ottawa Senators,William Eklund,"LW,C","$5,600,000",3,RFA then UFA
Ottawa Senators,Andre Burakovsky,"LW,RW","$5,500,000",1,UFA
Ottawa Senators,Drake Batherson,RW,"$4,975,000",1,UFA
Ottawa Senators,Fabian Zetterlund,"LW,RW","$4,275,000",2,UFA
Ottawa Senators,Warren Foegele,"LW,C","$3,500,000",1,UFA
Ottawa Senators,Ridly Greig,"C,LW","$3,250,000",3,RFA then UFA
Ottawa Senators,Michael Amadio,"RW,LW","$2,600,000",1,UFA
Ottawa Senators,Claude Giroux,"LW,RW","$2,000,000",1,UFA
Ottawa Senators,Nick Cousins,"C,LW","$1,587,500",2,UFA
Ottawa Senators,Stephen Halliday,C,"$1,075,000",2,RFA then UFA
Ottawa Senators,Jake Sanderson,LD,"$8,050,000",6,UFA
Ottawa Senators,Thomas Chabot,LD,"$8,000,000",2,UFA
Ottawa Senators,Jordan Spence,RD,"$5,000,000",4,UFA
Ottawa Senators,Artyom Zub,RD,"$4,600,000",1,UFA
Ottawa Senators,Tyler Kleven,LD,"$1,600,000",1,RFA then UFA
Ottawa Senators,Carter Yakemchuk,RD,"$941,667",3,RFA
Ottawa Senators,Nikolas Matinpalo,"RD,LD","$875,000",1,UFA
Ottawa Senators,Linus Ullmark,G,"$8,250,000",3,UFA
Ottawa Senators,Samuel Ersson,G,"$2,200,000",2,UFA
Ottawa Senators,Leevi Merilainen,G,"$1,100,000",1,RFA then UFA
Ottawa Senators,Kurtis MacDermid,"LW,RW","$1,150,000",1,UFA
Ottawa Senators,Blake Montgomery,LW,"$1,075,000",3,RFA
Ottawa Senators,Lucas Ellinas,"C,LW","$958,333",3,RFA
Ottawa Senators,Sammy Blais,"LW,RW","$925,000",2,UFA
Ottawa Senators,Oskar Pettersson,RW,"$910,000",1,RFA
Ottawa Senators,Eskild Bakke Olsen,,"$910,000",1,RFA then UFA
Ottawa Senators,Philip Tomasino,"C,RW","$900,000",1,RFA then UFA
Ottawa Senators,Kasper Halttunen,"RW,LW","$899,166",2,RFA
Ottawa Senators,Ryan Suzuki,C,"$850,000",1,UFA-Group6 then UFA
Ottawa Senators,Philippe Daoust,C,"$850,000",1,UFA-Group6 then UFA
Ottawa Senators,Xavier Bourgault,"RW,C","$850,000",1,RFA then UFA
Ottawa Senators,Tyler Boucher,"RW,LW","$850,000",1,RFA then UFA
Ottawa Senators,Hayden Hodgson,RW,"$850,000",1,UFA
Ottawa Senators,Hoyt Stanley,D,"$1,075,000",3,RFA
Ottawa Senators,Gabriel Eliasson,D,"$1,007,500",3,RFA
Ottawa Senators,Matthew Andonovski,D,"$924,166",2,RFA
Ottawa Senators,Tomas Hamara,D,"$878,334",1,RFA
Ottawa Senators,Jorian Donovan,LD,"$871,666",1,RFA
Ottawa Senators,Samuel Bolduc,D,"$850,000",1,UFA-Group6 then UFA
Ottawa Senators,Christian Kyrou,D,"$850,000",1,RFA
Ottawa Senators,Djibril Toure,D,"$850,000",1,RFA then UFA
Ottawa Senators,Cameron Crotty,RD,"$812,500",1,UFA
Ottawa Senators,Lucas Beckman,G,"$1,028,333",3,RFA
Ottawa Senators,Kevin Reidler,G,"$946,250",2,RFA
Ottawa Senators,Jackson Parsons,G,"$929,167",2,RFA
Philadelphia Flyers,Trevor Zegras,"C,LW","$9,125,000",4,UFA
Philadelphia Flyers,Travis Konecny,"RW,LW","$8,750,000",7,UFA
Philadelphia Flyers,Sean Couturier,"C,LW","$7,750,000",4,UFA
Philadelphia Flyers,Owen Tippett,"RW,LW","$6,200,000",6,UFA
Philadelphia Flyers,Christian Dvorak,"LW,C","$5,150,000",5,UFA
Philadelphia Flyers,Noah Cates,C,"$4,000,000",3,UFA
Philadelphia Flyers,Tyson Foerster,"RW,LW","$7,100,000",9,UFA
Philadelphia Flyers,Noel Acciari,"C,RW","$2,800,000",2,UFA
Philadelphia Flyers,Nikita Grebenkin,"LW,RW","$1,100,000",2,RFA then UFA
Philadelphia Flyers,Carl Grundstrom,"LW,C","$1,000,000",1,UFA
Philadelphia Flyers,Porter Martone,RW,"$977,917",2,RFA
Philadelphia Flyers,Alex Bump,LW,"$972,500",2,RFA
Philadelphia Flyers,Matvei Michkov,"LW,RW","$950,000",1,RFA
Philadelphia Flyers,Denver Barkey,"C,LW","$925,833",2,RFA
Philadelphia Flyers,Jamie Drysdale,RD,"$6,500,000",4,UFA
Philadelphia Flyers,Travis Sanheim,"LD,RD","$6,250,000",5,UFA
Philadelphia Flyers,Cameron York,LD,"$5,150,000",4,UFA
Philadelphia Flyers,Rasmus Ristolainen,RD,"$5,100,000",1,UFA
Philadelphia Flyers,Nick Seeler,LD,"$2,700,000",2,UFA
Philadelphia Flyers,David Jiricek,RD,"$1,500,000",2,RFA then UFA
Philadelphia Flyers,Simon Benoit,"LD,RD","$1,350,000",1,UFA
Philadelphia Flyers,Joseph Woll,G,"$3,666,667",2,UFA
Philadelphia Flyers,Dan Vladar,G,"$5,500,000",6,UFA
Philadelphia Flyers,Garnet Hathaway,"RW,LW","$1,200,000",1,
Philadelphia Flyers,Jack Berglund,"C,LW","$1,075,000",3,RFA
Philadelphia Flyers,Riley Thompson,,"$1,025,000",1,RFA then UFA
Philadelphia Flyers,Alex Ciernik,"LW,RW","$1,007,500",3,RFA
Philadelphia Flyers,Noah Powell,RW,"$985,000",3,RFA
Philadelphia Flyers,Ilya Pautov,RW,"$985,000",3,RFA
Philadelphia Flyers,Cole Knuble,C,"$980,000",2,RFA
Philadelphia Flyers,Devin Kaplan,RW,"$946,667",1,RFA
Philadelphia Flyers,Jett Luchanko,"C,RW","$941,667",3,RFA
Philadelphia Flyers,Zach Aston-Reese,LW,"$875,000",2,UFA
Philadelphia Flyers,Jack Studnicka,"C,RW","$875,000",2,UFA
Philadelphia Flyers,Nolan Foote,"LW,RW","$850,000",1,UFA-G6 then UFA
Philadelphia Flyers,Danila Klimovich,"RW,LW","$850,000",1,RFA then UFA
Philadelphia Flyers,Jacob Gaucher,"C,LW","$850,000",1,RFA then UFA
Philadelphia Flyers,Ty Murchison,LD,"$935,000",1,RFA then UFA
Philadelphia Flyers,Spencer Gill,D,"$932,500",3,RFA
Philadelphia Flyers,Hunter McDonald,LD,"$912,500",2,RFA then UFA
Philadelphia Flyers,Oliver Bonk,RD,"$909,166",2,RFA
Philadelphia Flyers,Jackson Edward,D,"$906,667",1,RFA
Philadelphia Flyers,Cam Dineen,LD,"$875,000",2,UFA
Philadelphia Flyers,Helge Grans,D,"$837,500",1,UFA-G6 then UFA
Philadelphia Flyers,Carson Bjarnason,G,"$885,000",2,RFA
Philadelphia Flyers,Alexei Kolosov,G,"$850,000",1,UFA-G6 then UFA
Pittsburgh Penguins,Sidney Crosby,C,"$8,700,000",1,UFA
Pittsburgh Penguins,Egor Chinakhov,LW,"$6,250,000",3,UFA
Pittsburgh Penguins,Evgeni Malkin,"C,RW","$5,500,000",1,UFA
Pittsburgh Penguins,Bryan Rust,"RW,LW","$5,125,000",2,UFA
Pittsburgh Penguins,Rickard Rakell,"RW,LW","$5,000,000",2,UFA
Pittsburgh Penguins,Andrei Kuzmenko,LW,"$5,000,000",1,UFA
Pittsburgh Penguins,Ville Koivunen,"LW,RW","$4,000,000",8,UFA
Pittsburgh Penguins,Thomas Novak,"C,LW","$4,650,000",4,UFA
Pittsburgh Penguins,Nicholas Robertson,"LW,RW","$3,250,000",2,RFA then UFA
Pittsburgh Penguins,Connor Dewar,"C,LW","$2,250,000",2,UFA
Pittsburgh Penguins,Blake Lizotte,"C,LW","$2,250,000",3,UFA
Pittsburgh Penguins,Justin Brazeau,"RW,LW","$1,500,000",1,UFA
Pittsburgh Penguins,Hendrix Lapierre,"C,LW","$1,300,000",2,RFA then UFA
Pittsburgh Penguins,Elmer Soderblom,"LW,RW","$1,125,000",1,RFA then UFA
Pittsburgh Penguins,Benjamin Kindel,"C,RW","$986,250",2,RFA
Pittsburgh Penguins,Erik Karlsson,RD,"$10,000,000",1,UFA
Pittsburgh Penguins,Kris Letang,RD,"$6,100,000",2,UFA
Pittsburgh Penguins,Samuel Girard,LD,"$5,000,000",1,UFA
Pittsburgh Penguins,Trevor van Riemsdyk,"RD,LD","$4,000,000",2,UFA
Pittsburgh Penguins,Kaedan Korczak,RD,"$3,250,000",4,UFA
Pittsburgh Penguins,Declan Carlile,LD,"$1,500,000",2,UFA
Pittsburgh Penguins,Arturs Silovs,G,"$2,800,000",1,RFA then UFA
Pittsburgh Penguins,Sergei Murashov,G,"$936,110",1,RFA
Pittsburgh Penguins,Ryan Graves,LD,"$3,275,000",3,UFA
Pittsburgh Penguins,Parker Wotherspoon,LD,"$500,000",1,
Pittsburgh Penguins,Bill Zonnon,LW,"$1,075,000",3,RFA
Pittsburgh Penguins,Melvin Fernström,RW,"$965,000",3,RFA
Pittsburgh Penguins,Mikhail Ye. Ilyin,"LW,RW","$951,667",2,RFA
Pittsburgh Penguins,Rutger McGroarty,"LW,C","$950,000",1,RFA
Pittsburgh Penguins,Tristan Broz,"C,LW","$942,500",1,RFA then UFA
Pittsburgh Penguins,Atley Calvert,,"$930,000",2,RFA
Pittsburgh Penguins,Tanner Howe,LW,"$929,166",3,RFA
Pittsburgh Penguins,Avery Hayes,"C,RW","$905,000",1,RFA then UFA
Pittsburgh Penguins,Filip Hallander,"C,LW","$850,000",1,UFA
Pittsburgh Penguins,David Gustafsson,"C,LW","$850,000",1,UFA
Pittsburgh Penguins,Oliver Okuliar,"LW,RW","$850,000",1,UFA
Pittsburgh Penguins,Vasiliy Ponomarev,"C,LW",,3,Unsigned RFA/UFA
Pittsburgh Penguins,Tomas Galvas,D,"$1,007,500",3,RFA
Pittsburgh Penguins,Jake Livanavage,LD,"$975,000",1,RFA
Pittsburgh Penguins,Chase Pietila,D,"$960,000",2,RFA
Pittsburgh Penguins,Peyton Kettles,D,"$958,333",3,RFA
Pittsburgh Penguins,Finn Harding,D,"$955,000",2,RFA
Pittsburgh Penguins,Daniel Laatsch,D,"$935,000",1,RFA then UFA
Pittsburgh Penguins,Harrison Brunicke,RD,"$929,166",3,RFA
Pittsburgh Penguins,Caleb Jones,D,"$900,000",1,UFA
Pittsburgh Penguins,Owen Pickering,D,"$886,667",1,RFA
Pittsburgh Penguins,Philip Kemp,D,"$850,000",1,UFA
Pittsburgh Penguins,Ilya Solovyov,LD,"$850,000",1,UFA-G6 then UFA
Pittsburgh Penguins,Alexander Alexeyev,D,,1,Unsigned RFA/UFA
Pittsburgh Penguins,Gabriel D'Aigle,G,"$995,000",3,RFA
Pittsburgh Penguins,Joel Blomqvist,G,"$875,000",2,RFA then UFA
Pittsburgh Penguins,Taylor Gauthier,G,"$850,000",1,UFA-G6 then UFA
San Jose Sharks,Logan Couture,"C,LW","$8,000,000",1,UFA
San Jose Sharks,Mason Marchment,"LW,C","$6,750,000",5,UFA
San Jose Sharks,Tyler Toffoli,"RW,LW","$6,000,000",2,UFA
San Jose Sharks,Alexander Wennberg,"C,LW","$6,000,000",3,UFA
San Jose Sharks,Kiefer Sherwood,"RW,LW","$5,750,000",5,UFA
San Jose Sharks,Collin Graf,"RW,C","$4,250,000",3,RFA then UFA
San Jose Sharks,Barclay Goodrow,"C,LW","$3,641,667",1,UFA
San Jose Sharks,Zack Ostapchuk,"C,LW","$2,350,000",4,UFA
San Jose Sharks,Adam Gaudette,"C,RW","$2,000,000",1,UFA
San Jose Sharks,Ty Dellandrea,"C,RW","$1,625,000",2,UFA
San Jose Sharks,Ivar Stenberg,,"$1,075,000",3,RFA
San Jose Sharks,Michael Misa,"C,LW","$986,250",2,RFA
San Jose Sharks,Macklin Celebrini,"C,LW","$18,800,000",6,UFA
San Jose Sharks,Will Smith,"C,RW","$950,000",1,RFA
San Jose Sharks,Igor Chernyshov,LW,"$945,417",2,RFA
San Jose Sharks,Darnell Nurse,LD,"$9,250,000",4,UFA
San Jose Sharks,Jacob Trouba,RD,"$8,250,000",4,UFA
San Jose Sharks,Dmitry Orlov,"LD,RD","$6,500,000",1,UFA
San Jose Sharks,Michael Kesselring,RD,"$4,500,000",3,UFA
San Jose Sharks,Sam Dickinson,LD,"$953,750",2,RFA
San Jose Sharks,Luca Cagnoni,LD,"$920,000",1,RFA
San Jose Sharks,Alex Nedeljkovic,G,"$3,000,000",2,UFA
San Jose Sharks,Yaroslav Askarov,G,"$2,000,000",1,RFA then UFA
San Jose Sharks,Eric Comrie,G,"$1,150,000",2,UFA
San Jose Sharks,Martin Jones,G,"$1,666,667",1,
San Jose Sharks,Marc-Edouard Vlasic,LD,"$1,166,667",1,
San Jose Sharks,Erik Karlsson,RD,"$1,500,000",1,
San Jose Sharks,Tomas Hertl,"C,LW","$1,387,500",4,
San Jose Sharks,Andre Gasseau,C,"$1,050,000",2,RFA
San Jose Sharks,Carson Wetsch,RW,"$997,500",3,RFA
San Jose Sharks,Cameron Lund,"RW,C","$941,667",1,RFA
San Jose Sharks,Filip Bystedt,"C,LW","$918,333",1,RFA
San Jose Sharks,Quentin Musty,LW,"$909,166",2,RFA
San Jose Sharks,Alex Barre-Boulet,"C,W","$875,000",2,UFA
San Jose Sharks,Patrick Giles,"C,RW","$875,000",2,UFA
San Jose Sharks,Tye Felhaber,"LW,C","$850,000",1,UFA
San Jose Sharks,Jimmy Huntington,"C,LW","$850,000",1,UFA
San Jose Sharks,Brett Leason,"RW,C","$850,000",1,UFA
San Jose Sharks,Ethan Cardwell,"RW,C","$850,000",1,RFA then UFA
San Jose Sharks,Martin Kaut,RW,,1,Unsigned RFA/UFA
San Jose Sharks,Eric Pohlkamp,D,"$1,050,000",2,RFA
San Jose Sharks,Phillip Sinn,,"$1,050,000",2,RFA
San Jose Sharks,Leo Sahlin Wallenius,D,"$965,000",3,RFA
San Jose Sharks,Mattias Hävelid,D,"$952,500",2,RFA
San Jose Sharks,Nolan Allan,LD,"$875,000",2,RFA then UFA
San Jose Sharks,Libor Hajek,D,"$850,000",1,UFA
San Jose Sharks,Ilya Samsonov,G,"$850,000",1,UFA
San Jose Sharks,Kyle Keyser,G,"$850,000",1,UFA
Seattle Kraken,Matthew Beniers,C,"$7,142,857",5,UFA
Seattle Kraken,Chandler Stephenson,"C,LW","$6,250,000",5,UFA
Seattle Kraken,Bobby McMann,"LW,RW","$5,750,000",6,UFA
Seattle Kraken,Jordan Eberle,RW,"$5,500,000",2,UFA
Seattle Kraken,Jared McCann,"LW,C","$5,000,000",1,UFA
Seattle Kraken,Kaapo Kakko,RW,"$4,525,000",2,UFA
Seattle Kraken,Mackie Samoskevich,"RW,C","$3,850,000",3,RFA then UFA
Seattle Kraken,Frederick Gaudreau,"C,RW","$2,100,000",2,UFA
Seattle Kraken,Jacob Melanson,RW,"$1,450,000",3,RFA then UFA
Seattle Kraken,Curtis Douglas,"C,LW","$1,250,000",2,UFA
Seattle Kraken,Ryan Winterton,"RW,LW","$1,125,000",2,RFA
Seattle Kraken,Ben Meyers,"C,LW","$1,000,000",2,UFA
Seattle Kraken,Berkly Catton,"C,LW","$953,750",2,RFA
Seattle Kraken,Shane Wright,C,"$886,666",1,RFA
Seattle Kraken,Vince Dunn,LD,"$7,350,000",1,UFA
Seattle Kraken,Brandon Montour,RD,"$7,142,857",5,UFA
Seattle Kraken,Adam Larsson,RD,"$5,250,000",3,UFA
Seattle Kraken,Ryan Lindgren,LD,"$4,500,000",3,UFA
Seattle Kraken,Ryker Evans,LD,"$2,050,000",1,RFA then UFA
Seattle Kraken,Josh Mahura,LD,"$907,500",1,UFA
Seattle Kraken,Cale Fleury,RD,"$890,000",1,UFA
Seattle Kraken,Philipp Grubauer,G,"$5,900,000",1,UFA
Seattle Kraken,Joey Daccord,G,"$5,000,000",4,UFA
Seattle Kraken,Joseph Veleno,"C,LW","$379,167",1,
Seattle Kraken,Ryden Evers,,"$1,075,000",3,RFA
Seattle Kraken,Jake O'Brien,C,"$974,167",3,RFA
Seattle Kraken,Andrei Loshko,RW,"$970,000",2,RFA
Seattle Kraken,Nathan Villeneuve,C,"$965,000",3,RFA
Seattle Kraken,Julius Miettinen,"C,W","$965,000",3,RFA
Seattle Kraken,Carson Rehkopf,"C,LW","$914,166",2,RFA
Seattle Kraken,Oscar Fisker Molgaard,,"$914,166",2,RFA
Seattle Kraken,Eduard Sale,RW,"$909,166",2,RFA
Seattle Kraken,Jagger Firkus,RW,"$891,666",1,RFA
Seattle Kraken,David Goyette,C,"$891,666",1,RFA
Seattle Kraken,Jani Nyman,"RW,LW","$891,666",1,RFA
Seattle Kraken,John Hayden,"C,RW","$850,000",1,UFA
Seattle Kraken,Jon-Randall Avon,"C,LW","$850,000",1,RFA
Seattle Kraken,Logan Morrison,C,"$850,000",1,RFA then UFA
Seattle Kraken,Lleyton Roed,LW,"$850,000",1,RFA then UFA
Seattle Kraken,Alexis Bernier,D,"$1,003,333",3,RFA
Seattle Kraken,Tyson Jugnauth,D,"$972,500",2,RFA
Seattle Kraken,Kaden Hammell,D,"$965,333",2,RFA
Seattle Kraken,Caden Price,D,"$935,556",2,RFA
Seattle Kraken,Lukas Dragicevic,D,"$914,166",2,RFA
Seattle Kraken,Ty Nelson,D,"$911,667",1,RFA
Seattle Kraken,Ville Ottavainen,RD,"$850,000",1,RFA then UFA
Seattle Kraken,Peetro Seppala,D,,2,Unsigned RFA/UFA
Seattle Kraken,Kim Saarinen,G,"$932,500",3,RFA
Seattle Kraken,Niklas Kokko,G,"$891,666",1,RFA
Seattle Kraken,Victor Ostman,G,"$850,000",1,RFA then UFA
St. Louis Blues,Robert Thomas,C,"$8,125,000",5,UFA
St. Louis Blues,Pavel Buchnevich,"LW,C","$8,000,000",5,UFA
St. Louis Blues,Dylan Holloway,"LW,C","$7,750,000",5,UFA
St. Louis Blues,Mason McTavish,"C,LW","$7,000,000",5,UFA
St. Louis Blues,Connor McMichael,"C,LW","$6,750,000",6,UFA
St. Louis Blues,Pius Suter,"C,LW","$4,125,000",1,UFA
St. Louis Blues,Jake Neighbours,"LW,RW","$3,750,000",1,RFA then UFA
St. Louis Blues,Alexei Toropchenko,"LW,RW","$2,500,000",2,UFA
St. Louis Blues,Ross Johnston,"LW,RW","$2,000,000",3,UFA
St. Louis Blues,Jonatan Berggren,"RW,LW","$2,000,000",1,RFA then UFA
St. Louis Blues,Jimmy Snuggerud,"RW,LW","$950,000",1,RFA
St. Louis Blues,Dalibor Dvorský,"C,RW","$909,166",2,RFA
St. Louis Blues,Nathan Walker,"C,LW","$887,500",2,UFA
St. Louis Blues,Dillon Dube,"LW,C","$850,000",1,UFA
St. Louis Blues,Philip Broberg,LD,"$8,000,000",6,UFA
St. Louis Blues,Torey Krug,D,"$6,500,000",1,UFA
St. Louis Blues,Colton Parayko,RD,"$6,500,000",4,UFA
St. Louis Blues,Cam Fowler,LD,"$6,100,000",3,UFA
St. Louis Blues,Brandon Carlo,RD,"$3,485,000",1,UFA
St. Louis Blues,Theo Lindstein,LD,"$940,833",2,RFA
St. Louis Blues,Tyler Tucker,LD,"$925,000",1,UFA
St. Louis Blues,Logan Mailloux,RD,"$850,000",1,RFA then UFA
St. Louis Blues,Jordan Binnington,G,"$6,000,000",1,UFA
St. Louis Blues,Joel Hofer,G,"$3,400,000",1,RFA then UFA
St. Louis Blues,Jonathan Drouin,"LW,C","$1,333,333",2,
St. Louis Blues,Félix Trudeau,,"$1,013,750",2,RFA then UFA
St. Louis Blues,Milton Gästrin,"C,LW","$974,167",3,RFA
St. Louis Blues,Justin Carbonneau,RW,"$974,167",3,RFA
St. Louis Blues,Adam Jecho,"C,RW","$965,000",3,RFA
St. Louis Blues,Nikita Susuyev,"LW,RW","$955,000",2,RFA
St. Louis Blues,Aleksanteri Kaskimäki,C,"$945,000",1,RFA
St. Louis Blues,Simon Robertsson,RW,"$942,500",1,RFA then UFA
St. Louis Blues,Otto Stenberg,"C,LW","$940,833",2,RFA
St. Louis Blues,Juraj Pekarcik,"W,C","$938,333",2,RFA
St. Louis Blues,Jakub Stancl,LW,"$936,111",2,RFA
St. Louis Blues,Jack Finley,"C,RW","$875,000",2,RFA then UFA
St. Louis Blues,Oskar Sundqvist,"C,RW","$850,000",1,UFA
St. Louis Blues,Dylan Peterson,"C,RW","$850,000",1,RFA then UFA
St. Louis Blues,Zach Dean,C,"$850,000",1,RFA then UFA
St. Louis Blues,Mikhail Abramov,"C,W",,2,Unsigned RFA/UFA
St. Louis Blues,Colin Ralph,D,"$1,075,000",3,RFA
St. Louis Blues,Arseni Koromyslov,D,"$1,013,750",2,RFA
St. Louis Blues,Lukas Fischer,D,"$965,000",3,RFA
St. Louis Blues,Adam Jiříček,D,"$941,667",3,RFA
St. Louis Blues,Quinton Burns,D,"$938,333",2,RFA
